timestamp,sensor_temp_c,sensor_pres_psi,vibration_level,flow_rate_m3h,status
2026-04-21 06:50:00,47.05031140116679,150.99474073398247,1.1160699003597183,234.42510384231,0
2026-04-22 01:10:00,48.406039286706594,156.1790581000347,0.9220704400478568,232.83867174963547,0
2026-04-20 11:10:00,43.49620595304329,150.25443850928008,0.9730983453585177,229.7332142297099,0
2026-04-21 06:00:00,44.20424827858421,143.7380327779344,1.190155925511367,237.74022928810285,0
2026-04-18 10:30:00,43.205690063879,152.13597180935844,0.9003950213998226,235.85369880980193,0
2026-04-24 20:40:00,44.6685537392555,147.54423126428946,0.9340993241767667,237.96692894578646,0
2026-04-21 09:50:00,47.219916208335036,144.2560298242067,0.9242143803994124,234.40167564563671,0
2026-04-19 18:30:00,44.27364889070062,147.95358780943448,1.0487413926904843,237.19506366401134,0
2026-04-22 17:50:00,45.73406184184188,148.95343090210318,1.017698631145506,237.59112557074863,0
2026-04-20 17:20:00,43.01965018946904,160.1180310961482,1.051651728439791,231.32982662369542,0
2026-04-24 13:50:00,43.96213789517813,145.60092823248974,1.002106019836436,238.6169217654583,0
2026-04-21 18:10:00,43.305439718013574,148.064501487628,0.9980531300922902,231.61741886116116,0
2026-04-19 03:50:00,47.84518947398092,146.7311683067559,0.8882581826486604,236.04548832949592,0
2026-04-23 09:10:00,42.644662920164315,150.4284358070168,0.9938159916039316,232.52383799424462,0
2026-04-18 18:10:00,44.88833112635075,148.14994485058935,0.9781345588504096,235.98106157486478,0
2026-04-18 04:20:00,43.273509633866546,158.06110314127713,1.1223853198573728,234.52070063391707,0
2026-04-19 04:50:00,45.51172796222497,151.1161945706458,1.0923970458584404,235.92948665840026,0
2026-04-18 02:00:00,45.36294340734905,-50.0,0.8573621077718592,253.72153887743974,1
2026-04-21 04:10:00,43.44713651637094,142.17879194144473,1.1951142048297796,238.514598785787,0
2026-04-20 02:50:00,45.17599107496317,151.50237179805413,0.9914391910528754,234.94910493279514,0
2026-04-20 19:30:00,45.934274898521245,152.31086333040972,1.0223748319574306,240.04430344288684,0
2026-04-19 11:50:00,46.1384538307399,149.2774066464224,0.9766084969355546,236.71203564332134,0
2026-04-22 15:20:00,41.023545287410485,153.4102603285631,0.9482816916193931,236.84831723990425,0
